,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
732,60,RL,11404,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,TA,PConc,252,0,901,1153,GasA,Ex,1153,878,0,2031,3,8,Typ,2,541,192,84,0,0,0,0,0,7,2008,WD,Normal,222500
733,20,RL,10000,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,594,0,270,864,GasA,Ex,1144,0,0,1144,3,6,Typ,1,264,165,0,0,0,0,0,400,3,2009,WD,Normal,131400
734,20,RL,8978,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,TA,PConc,0,0,948,948,GasA,TA,948,0,0,948,3,6,Typ,1,300,147,0,0,0,0,0,0,5,2007,WD,Family,108000
735,75,RM,10800,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,390,0,490,880,GasW,Fa,880,888,0,1768,2,6,Typ,2,320,0,341,0,0,0,0,0,10,2006,WD,Normal,163000
736,90,RL,8544,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,TA,CBlock,0,0,0,0,GasA,Gd,1040,0,0,1040,2,6,Typ,2,400,0,0,0,0,0,0,0,7,2006,WD,Normal,93500
737,60,RL,10463,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,893,893,GasA,Ex,901,900,0,1801,3,8,Typ,3,800,0,116,0,0,0,0,0,6,2006,WD,Normal,239900
738,90,RL,10800,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,CBlock,1200,0,0,1200,GasA,TA,1200,0,0,1200,3,5,Typ,0,0,120,0,0,0,0,0,0,3,2009,WD,Alloca,179000
739,60,RL,9313,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,864,864,GasA,Ex,864,864,0,1728,3,7,Typ,2,572,187,56,0,0,0,0,0,4,2009,WD,Normal,190000
740,70,RM,9600,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,Gd,BrkTil,0,0,264,264,GasA,Ex,768,664,0,1432,2,7,Typ,2,360,270,0,112,0,0,0,0,5,2007,WD,Abnorml,132000
741,20,RL,6768,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,Gd,CBlock,832,0,80,912,GasA,Gd,912,0,0,912,3,5,Typ,1,288,168,0,0,0,0,0,0,5,2008,WD,Normal,142000
742,20,RL,8450,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1349,1349,GasA,Ex,1349,0,0,1349,3,6,Typ,2,539,120,55,0,0,0,0,0,12,2007,WD,Normal,179000
743,80,RL,12886,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,444,0,76,520,GasA,Ex,1464,0,0,1464,3,6,Min2,2,480,302,0,0,0,100,0,0,10,2009,WD,Normal,175000
744,120,RL,5395,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,TA,PConc,733,0,604,1337,GasA,Gd,1337,0,0,1337,2,5,Typ,2,462,96,0,70,168,0,0,0,10,2008,WD,Normal,180000
745,60,RL,8963,Inside,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,Gd,CBlock,575,80,487,1142,GasA,Ex,1175,1540,0,2715,4,11,Typ,2,831,0,204,0,0,0,0,0,7,2008,WD,Normal,299800
746,60,RL,8795,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,300,0,652,952,GasA,Ex,980,1276,0,2256,4,8,Typ,2,554,224,54,0,0,0,0,0,4,2009,WD,Normal,236000
747,70,RM,11700,Corner,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,TA,Stone,0,0,1240,1240,GasW,TA,1320,1320,0,2640,4,8,Typ,4,864,181,0,386,0,0,0,0,5,2009,WD,Normal,265979
748,20,RL,10593,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,TA,PConc,919,0,801,1720,GasA,Ex,1720,0,0,1720,3,7,Typ,2,527,240,56,154,0,0,0,0,3,2010,WD,Normal,260400
749,50,RL,8405,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,TA,Slab,0,0,0,0,Wall,TA,1088,441,0,1529,4,9,Mod,1,240,92,0,185,0,0,0,0,4,2009,WD,Normal,98000
750,50,RM,8800,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,576,576,GasA,Gd,792,348,0,1140,3,7,Min2,0,0,0,160,0,0,0,0,0,6,2010,WD,Normal,96500
751,60,RL,7750,Inside,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,660,660,GasA,Ex,660,660,0,1320,3,6,Typ,2,400,0,48,0,0,0,0,0,8,2007,WD,Normal,162000
752,20,RL,9236,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,1200,0,279,1479,GasA,Ex,1494,0,0,1494,3,6,Typ,2,576,168,27,0,0,0,0,0,7,2006,WD,Normal,217000
753,60,RL,10240,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1030,1030,GasA,Gd,1038,1060,0,2098,3,8,Typ,3,878,192,52,0,0,0,0,0,3,2006,WD,Normal,275500
754,20,RL,7930,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,TA,CBlock,439,472,115,1026,GasA,Gd,1026,0,0,1026,3,5,Typ,2,440,171,48,0,0,0,0,0,7,2009,WD,Normal,156000
755,160,FV,3230,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,PConc,381,0,348,729,GasA,Gd,742,729,0,1471,3,6,Typ,2,440,0,24,0,0,0,0,0,3,2009,WD,Normal,172500
756,60,RL,10769,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,TA,PConc,20,0,846,866,GasA,Ex,866,902,0,1768,3,7,Typ,2,578,144,105,0,0,0,0,0,4,2009,WD,Normal,212000
757,60,RL,11616,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,438,0,234,672,GasA,TA,672,714,0,1386,3,6,Typ,2,440,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900
758,160,FV,2280,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,PConc,549,0,195,744,GasA,Gd,757,744,0,1501,3,6,Typ,2,440,0,0,0,0,0,0,0,8,2008,WD,Normal,179400
759,60,RL,12257,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,TA,PConc,56,64,1198,1318,GasA,Ex,1328,1203,0,2531,4,9,Typ,3,752,222,98,0,0,0,0,0,11,2007,WD,Normal,290000
760,20,RL,9100,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,612,0,252,864,GasA,Ex,864,0,0,864,2,5,Typ,1,300,0,0,0,0,0,0,450,10,2009,WD,Normal,127500
761,30,RM,6911,FR2,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,PConc,405,0,740,1145,GasA,TA,1301,0,0,1301,2,5,Min1,2,440,0,0,0,0,0,0,0,10,2009,WD,Normal,100000
762,60,FV,8640,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,PConc,24,0,732,756,GasA,Ex,764,783,0,1547,3,7,Typ,2,614,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
763,60,RL,9430,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1163,0,89,1252,GasA,Ex,1268,1097,0,2365,3,8,Typ,3,856,0,128,0,0,180,0,0,7,2009,WD,Normal,337000
764,120,RL,9549,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Gd,PConc,437,1057,0,1494,GasA,Ex,1494,0,0,1494,2,6,Typ,2,481,0,30,0,0,216,0,0,4,2006,WD,Normal,270000
765,20,RL,14587,Inside,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1498,1498,GasA,Ex,1506,0,0,1506,2,6,Typ,2,592,0,174,0,0,0,0,0,8,2008,New,Partial,264132
766,60,RL,10421,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,394,0,586,980,GasA,TA,980,734,0,1714,3,7,Typ,2,496,228,66,156,0,0,0,500,3,2010,WD,Normal,196500
767,50,RL,12508,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,660,0,323,983,GasA,Ex,983,767,0,1750,4,7,Mod,1,423,245,0,156,0,0,0,1300,7,2008,WD,Normal,160000
768,20,RL,9100,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,TA,PConc,24,0,1836,1860,GasA,Ex,1836,0,0,1836,3,8,Typ,2,484,120,33,0,0,0,0,0,10,2006,WD,Normal,216837
769,60,RL,53504,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,TA,PConc,1416,0,234,1650,GasA,Ex,1690,1589,0,3279,4,12,Mod,3,841,503,36,0,0,210,0,0,6,2010,WD,Normal,538000
770,85,RL,7252,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,685,0,173,858,GasA,TA,858,0,0,858,2,5,Typ,2,576,120,0,0,0,0,0,0,4,2009,WD,Normal,134900
771,20,RL,8877,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,836,0,0,836,GasA,TA,1220,0,0,1220,2,6,Typ,2,396,0,0,0,0,0,0,0,4,2006,COD,Normal,102000
772,80,RL,7819,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,CBlock,422,127,480,1029,GasA,TA,1117,0,0,1117,3,6,Typ,2,672,144,0,0,0,0,0,0,3,2010,WD,Abnorml,107000
773,20,RL,10150,Inside,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,456,0,456,912,GasA,Ex,912,0,0,912,2,5,Typ,1,275,0,0,0,0,0,0,0,7,2007,COD,Normal,114500
774,20,RL,14226,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1935,1935,GasA,Gd,1973,0,0,1973,3,9,Typ,3,895,315,45,0,0,0,0,0,7,2007,New,Partial,395000
775,120,RM,4500,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,PConc,866,0,338,1204,GasA,Ex,1204,0,0,1204,2,5,Typ,2,412,0,247,0,0,0,0,0,6,2009,WD,Normal,162000
776,20,RL,11210,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,20,0,1594,1614,GasA,Ex,1614,0,0,1614,3,7,Typ,3,865,144,59,0,0,0,0,0,7,2006,New,Partial,221500
777,20,RL,13350,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,TA,CBlock,762,0,102,864,GasA,TA,894,0,0,894,3,5,Typ,2,440,241,0,0,0,0,0,0,6,2006,WD,Normal,142500
778,90,RH,8400,Inside,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,Slab,0,0,0,0,GasA,TA,2020,0,0,2020,4,10,Typ,2,630,0,0,0,0,0,0,0,10,2007,WD,Normal,144000
779,90,RL,10530,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,CBlock,975,0,0,975,GasA,TA,1004,0,0,1004,2,4,Typ,2,504,0,0,0,0,0,0,0,5,2006,WD,Normal,135000
780,20,RL,7875,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,PConc,0,0,1237,1237,GasA,Gd,1253,0,0,1253,3,6,Typ,2,402,220,21,0,0,0,0,0,6,2007,WD,Normal,176000
781,60,RL,7153,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,387,0,374,761,GasA,Ex,810,793,0,1603,3,7,Typ,2,484,0,124,0,0,0,0,0,7,2006,WD,Normal,175900
782,20,RL,16285,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1413,1413,GasA,Ex,1430,0,0,1430,3,6,Typ,2,605,0,33,0,0,0,0,0,6,2009,WD,Normal,187100
783,85,RL,9101,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,Gd,PConc,1097,0,0,1097,GasA,Ex,1110,0,0,1110,1,4,Typ,2,602,303,30,0,0,0,0,0,7,2009,WD,Normal,165500
784,75,RM,6300,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,CBlock,0,0,742,742,GasA,Ex,742,742,0,1484,3,9,Typ,0,0,0,291,134,0,0,0,0,6,2008,WD,Normal,128000
785,20,RL,9790,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,TA,CBlock,251,630,491,1372,GasA,TA,1342,0,0,1342,3,7,Typ,2,457,0,0,0,0,197,0,0,9,2009,WD,Normal,161500
786,50,RM,10800,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,686,0,0,686,GasA,TA,966,686,0,1652,4,7,Typ,1,416,0,0,196,0,0,0,1200,6,2010,WD,Normal,139000
787,60,RL,10142,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,656,0,300,956,GasA,Ex,956,1128,0,2084,4,8,Typ,2,618,0,45,0,0,0,0,0,1,2010,WD,Normal,233000
788,20,RM,6000,Corner,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,901,901,GasA,Ex,901,0,0,901,2,4,Typ,1,281,0,0,0,0,0,0,0,8,2008,WD,Normal,107900
789,60,RL,12205,Inside,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,568,0,264,832,GasA,Gd,976,1111,0,2087,5,9,Typ,2,444,133,168,0,0,0,0,0,7,2007,WD,Normal,187500
790,120,RL,3182,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,16,0,1129,1145,GasA,Ex,1145,0,0,1145,2,5,Typ,2,397,100,16,0,0,0,0,0,9,2009,WD,Normal,160200
791,80,RL,11333,Corner,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,PConc,539,0,490,1029,GasA,TA,1062,0,0,1062,3,5,Typ,2,539,120,0,0,0,0,0,0,5,2007,WD,Normal,146800
792,60,RL,9920,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,TA,PConc,862,0,255,1117,GasA,Ex,1127,886,0,2013,3,8,Typ,2,455,180,130,0,0,0,0,0,6,2007,WD,Normal,269790
793,20,RL,9158,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,TA,PConc,0,0,1496,1496,GasA,Ex,1496,0,0,1496,3,7,Typ,2,474,168,130,0,0,0,0,0,6,2007,New,Partial,225000
794,60,RL,10832,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,TA,PConc,0,0,712,712,GasA,Ex,1086,809,0,1895,3,7,Typ,2,409,143,46,0,0,0,0,500,10,2008,WD,Normal,194500
795,60,RL,8400,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,650,650,GasA,TA,888,676,0,1564,3,7,Typ,2,476,0,50,0,0,204,0,0,4,2010,WD,Normal,171000
796,20,RL,8197,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,CBlock,0,0,660,660,GasA,Ex,1285,0,0,1285,3,7,Typ,2,528,138,0,0,0,0,0,0,4,2007,WD,Normal,143500
797,20,RL,7677,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,570,0,203,773,GasA,Gd,773,0,0,773,2,4,Typ,1,240,0,0,0,0,0,0,0,4,2008,WD,Abnorml,110000
798,60,RL,13518,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1926,1926,GasA,Ex,1966,1174,0,3140,4,11,Typ,3,820,144,78,0,0,0,0,0,7,2009,New,Partial,485000
799,50,RL,7200,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,569,0,162,731,GasA,Ex,981,787,0,1768,3,7,Typ,1,240,0,0,264,0,0,0,0,6,2007,WD,Normal,175000
800,60,RL,12798,Inside,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,PConc,462,0,154,616,GasA,Gd,616,1072,0,1688,4,8,Typ,2,603,403,114,185,0,0,0,400,5,2008,WD,Normal,200000
801,30,RM,4800,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,197,0,999,1196,GasA,Ex,1196,0,0,1196,2,5,Typ,2,440,0,0,0,0,0,0,0,7,2007,WD,Normal,109900
802,60,RL,8199,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,TA,PConc,648,0,80,728,GasA,Ex,728,728,0,1456,3,7,Typ,2,410,36,18,0,0,0,0,0,10,2008,WD,Normal,189000
803,60,RL,13891,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1734,1734,GasA,Ex,1734,1088,0,2822,4,12,Typ,3,1020,52,170,0,0,192,0,0,1,2009,New,Partial,582933
804,20,RL,9000,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,812,0,124,936,GasA,TA,1128,0,0,1128,2,5,Min1,1,286,0,0,0,0,0,0,0,6,2006,WD,Family,118000
805,20,RL,12274,FR2,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1417,1417,GasA,Ex,1428,0,0,1428,3,6,Typ,2,554,0,60,0,0,0,0,0,7,2008,New,Partial,227680
806,80,RL,9750,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,TA,PConc,400,480,100,980,GasA,Gd,980,0,0,980,3,6,Typ,1,384,68,0,0,0,0,0,0,10,2006,WD,Normal,135500
807,70,RL,21384,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,1309,0,15,1324,GasA,Ex,1072,504,0,1576,3,6,Typ,2,528,0,312,0,0,0,0,0,5,2009,WD,Normal,223500
808,80,RL,13400,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,516,128,380,1024,GasA,TA,1086,0,0,1086,3,6,Typ,2,484,0,0,0,0,0,0,0,6,2006,WD,Normal,159950
809,75,RM,8100,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,TA,PConc,0,0,849,849,GasA,TA,1075,1063,0,2138,2,11,Typ,2,360,40,156,0,0,0,0,0,11,2009,WD,Normal,106000
810,20,RL,10140,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,663,377,0,1040,GasA,Fa,1309,0,0,1309,3,5,Typ,2,484,265,0,0,0,0,648,0,1,2006,WD,Normal,181000
811,120,RM,4438,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,662,0,186,848,GasA,Ex,848,0,0,848,1,4,Typ,2,420,140,0,0,0,0,0,0,6,2008,ConLD,Normal,144500
812,20,C (all),8712,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,540,540,GasA,TA,1044,0,0,1044,2,4,Typ,2,504,0,0,0,0,0,0,54,6,2010,WD,Alloca,55993
813,20,RL,9750,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,608,0,834,1442,GasA,Gd,1442,0,0,1442,4,7,Typ,1,301,0,0,275,0,0,0,500,4,2007,COD,Normal,157900
814,50,RL,8248,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,TA,BrkTil,0,0,686,686,GasW,Gd,686,564,0,1250,3,7,Typ,1,280,207,0,96,0,0,0,0,7,2006,WD,Normal,116000
815,20,RL,12137,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1649,1649,GasA,Ex,1661,0,0,1661,3,6,Typ,2,598,0,34,0,0,0,0,0,5,2010,WD,Normal,224900
816,20,RL,11425,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,TA,CBlock,486,0,522,1008,GasA,Gd,1008,0,0,1008,2,4,Typ,1,275,0,0,120,0,0,0,0,7,2006,WD,Normal,137000
817,20,RL,13265,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,TA,PConc,1218,0,350,1568,GasA,Ex,1689,0,0,1689,3,7,Typ,3,857,150,59,0,0,0,0,0,7,2008,WD,Normal,271000
818,80,RL,8816,Inside,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,504,0,506,1010,GasA,Gd,1052,0,0,1052,3,6,Typ,2,440,0,0,0,0,0,0,0,6,2010,WD,Normal,155000
819,120,RL,6371,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,TA,PConc,733,0,625,1358,GasA,Ex,1358,0,0,1358,2,6,Typ,2,484,192,35,0,0,0,0,0,6,2010,New,Partial,224000
820,60,RL,7226,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,798,798,GasA,Ex,798,842,0,1640,3,6,Typ,2,595,0,45,0,0,0,0,0,6,2008,WD,Normal,183000
821,20,RM,6000,Inside,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,936,936,GasA,TA,936,0,0,936,2,4,Min2,2,576,0,32,112,0,0,0,0,2,2009,WD,Normal,93000
822,60,RL,12394,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,847,847,GasA,Ex,847,886,0,1733,3,7,Typ,2,433,100,48,0,0,0,0,0,10,2007,WD,Family,225000
823,50,RL,9900,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,BrkTil,0,0,778,778,GasA,TA,944,545,0,1489,3,7,Typ,1,240,335,0,0,0,0,0,0,7,2009,WD,Normal,139500
824,20,FV,11216,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1489,1489,GasA,Ex,1489,0,0,1489,3,7,Typ,2,776,0,140,0,0,0,0,0,6,2006,New,Partial,232600
825,20,RL,14803,Inside,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,TA,PConc,1636,0,442,2078,GasA,Ex,2084,0,0,2084,2,7,Typ,3,1220,188,45,0,0,0,0,0,6,2008,New,Partial,385000
826,45,RM,6130,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,784,0,0,784,GasA,Gd,784,0,0,784,2,5,Typ,0,0,0,0,116,0,0,0,0,5,2008,WD,Normal,109500
