Id,MSSubClass,MSZoning,LotArea,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
361,50,RL,9144,Inside,5,5,1940,1982,399,0,484,883,988,517,0,1505,3,8,1,240,0,0,0,0,0,0,0,7,2008,WD,145000
362,85,RL,7301,Corner,7,5,2003,2003,0,0,0,0,495,1427,0,1922,4,7,2,672,0,0,177,0,0,0,0,7,2009,ConLD,198500
363,160,RM,1680,Inside,6,8,1972,2007,162,0,321,483,483,504,0,987,2,5,1,264,250,0,0,0,0,0,0,5,2009,WD,118000
364,60,RL,18800,FR2,6,5,1976,1976,712,0,84,796,790,784,0,1574,3,6,2,566,306,111,0,0,0,0,0,7,2006,WD,190000
365,70,RM,10690,Inside,5,7,1920,1997,456,0,216,672,672,672,0,1344,3,6,1,468,0,128,218,0,0,0,0,7,2009,WD,147000
366,20,RL,9500,Inside,6,5,1963,1963,609,0,785,1394,1394,0,0,1394,3,6,2,514,0,76,0,0,185,0,0,7,2009,WD,159000
367,80,RL,9150,Corner,6,5,1962,1962,371,0,728,1099,1431,0,0,1431,3,6,1,296,64,110,0,0,0,0,0,12,2008,WD,165000
368,20,RL,7800,Inside,5,6,1954,1954,540,0,728,1268,1268,0,0,1268,2,7,1,244,0,98,0,0,0,0,0,3,2010,WD,132000
369,20,RL,9830,Corner,5,7,1959,2006,72,258,733,1063,1287,0,0,1287,3,7,2,576,364,17,0,0,182,0,0,3,2010,WD,162000
370,60,RL,8121,Inside,6,5,2000,2000,0,0,953,953,953,711,0,1664,3,7,2,460,100,40,0,0,0,0,0,1,2006,WD,172400
371,50,RL,17120,Inside,4,4,1959,1959,0,0,0,0,1120,468,0,1588,4,7,2,680,0,59,0,0,0,0,0,7,2008,WD,134432
372,120,RL,7175,Inside,6,5,1984,1984,623,121,0,744,752,0,0,752,2,4,1,264,353,0,0,0,90,0,0,2,2010,WD,125000
373,20,RL,10634,Inside,5,6,1953,1953,428,180,0,608,1319,0,0,1319,3,5,1,270,66,0,0,0,0,0,0,11,2009,WD,123000
374,60,RL,8200,Inside,7,5,2003,2004,0,0,847,847,847,1081,0,1928,4,8,2,434,100,48,0,0,0,0,0,7,2007,WD,219500
375,30,RL,10020,Inside,1,1,1922,1950,350,0,333,683,904,0,0,904,1,4,0,0,0,0,0,0,0,0,0,3,2009,WD,61000
376,85,RL,8846,CulDSac,5,5,1996,1996,298,0,572,870,914,0,0,914,2,5,2,576,0,0,0,0,0,0,0,7,2006,WD,148000
377,60,FV,11143,Corner,8,5,2004,2005,0,0,1580,1580,1580,886,0,2466,4,8,2,610,159,214,0,0,0,0,0,12,2007,WD,340000
378,20,RL,11394,Corner,9,2,2010,2010,1445,0,411,1856,1856,0,0,1856,1,8,3,834,113,0,0,0,0,0,0,6,2010,New,394432
379,60,RL,8123,Inside,6,5,2000,2000,0,0,982,982,1007,793,0,1800,3,7,2,463,100,63,0,0,0,0,0,6,2009,WD,179000
380,50,RL,5000,Inside,5,6,1924,1950,218,0,808,1026,1026,665,0,1691,3,6,1,308,0,0,242,0,0,0,0,5,2010,WD,127000
381,20,FV,7200,Inside,7,5,2006,2006,0,0,1293,1293,1301,0,0,1301,2,5,2,572,216,121,0,0,0,0,0,8,2006,New,187750
382,60,RL,9245,Inside,7,5,2006,2006,0,0,939,939,939,858,0,1797,3,8,2,639,144,53,0,0,0,0,0,4,2007,WD,213500
383,45,RH,9000,Corner,6,3,1928,1950,0,0,784,784,784,0,0,784,2,5,2,360,0,0,91,0,0,0,0,10,2009,WD,76000
384,60,RL,53107,Corner,6,5,1992,1992,985,0,595,1580,1079,874,0,1953,3,9,2,501,216,231,0,0,0,0,0,6,2007,WD,240000
385,120,RL,3182,Inside,8,5,2004,2005,24,0,1232,1256,1269,0,0,1269,2,6,2,430,146,20,0,0,144,0,0,4,2010,WD,192000
386,50,RL,8410,FR2,5,3,1910,1996,0,0,658,658,658,526,0,1184,5,8,0,0,0,151,0,0,0,0,0,5,2006,WD,81000
387,80,RL,7200,Inside,6,6,1976,1976,631,0,410,1041,1125,0,0,1125,3,6,1,352,296,0,0,0,0,0,0,10,2009,WD,125000
388,20,RL,9382,CulDSac,7,5,1999,2000,0,0,1468,1468,1479,0,0,1479,3,6,2,577,120,25,0,0,0,0,0,7,2008,WD,191000
389,60,RL,12474,Inside,10,5,2007,2008,1280,0,402,1682,1742,590,0,2332,3,9,3,846,196,134,0,0,0,0,0,8,2008,New,426000
390,50,RL,8405,Inside,5,8,1900,1950,241,391,229,861,961,406,0,1367,4,7,1,384,0,130,112,0,0,0,0,4,2008,WD,119000
391,60,RL,12209,CulDSac,6,5,2001,2002,690,0,114,804,804,1157,0,1961,3,7,2,560,125,192,0,0,0,0,0,6,2009,WD,215000
392,20,RL,8339,Inside,5,7,1959,1959,0,0,0,0,882,0,0,882,3,5,1,294,0,0,0,0,0,0,1200,7,2007,WD,106500
393,30,RL,7446,Corner,4,5,1941,1950,266,0,522,788,788,0,0,788,2,4,0,0,0,0,0,0,0,0,0,4,2006,WD,100000
394,50,RL,10134,Inside,5,6,1940,1950,0,0,735,735,735,299,0,1034,2,5,1,240,0,39,0,0,0,0,0,7,2007,WD,109000
395,20,RL,9571,Inside,5,6,1956,1956,739,0,405,1144,1144,0,0,1144,3,6,1,596,44,0,0,0,0,0,0,6,2010,WD,129000
396,20,RL,7200,Inside,5,5,1972,1972,777,0,117,894,894,0,0,894,2,6,2,600,215,0,0,0,0,0,0,9,2009,WD,123000
397,60,RL,7590,Inside,5,5,1962,1962,540,0,324,864,876,936,0,1812,4,8,1,264,0,168,0,0,0,0,0,7,2007,WD,169500
398,30,RM,8967,Corner,5,2,1920,1950,0,0,961,961,1077,0,0,1077,2,6,1,338,0,0,0,0,0,0,0,11,2007,WD,67000
399,60,FV,8125,Inside,7,5,2006,2007,812,0,280,1092,1112,438,0,1550,2,7,2,438,0,168,0,0,0,0,0,10,2009,WD,241000
400,120,RL,14963,Inside,8,5,1996,1996,786,0,474,1260,1288,0,0,1288,1,4,2,500,120,30,0,0,224,0,0,12,2008,WD,245500
401,20,RL,8767,Inside,7,5,2005,2005,24,0,1286,1310,1310,0,0,1310,3,6,2,400,0,0,0,0,0,0,0,7,2006,New,164990
402,30,RL,10200,Inside,5,8,1940,1997,0,0,672,672,672,0,0,672,2,4,1,240,168,0,0,0,0,0,0,8,2008,WD,108000
403,60,RL,12090,Corner,8,5,1998,1998,0,0,1141,1141,1165,1098,0,2263,4,10,2,420,144,123,0,0,0,0,0,7,2006,WD,258000
404,60,RL,10364,Inside,6,5,1995,1996,0,0,806,806,806,766,0,1572,3,7,2,373,0,40,0,0,0,0,0,5,2007,WD,168000
405,20,RL,9991,Corner,4,4,1976,1993,1116,0,165,1281,1620,0,0,1620,3,8,2,490,120,78,0,0,0,0,0,6,2009,WD,150000
406,50,RL,10480,Inside,6,5,1936,1950,0,0,1064,1064,1166,0,473,1639,3,6,1,240,0,0,0,0,0,0,0,3,2008,WD,115000
407,70,RL,15576,Inside,6,7,1915,1976,0,0,840,840,840,840,0,1680,4,8,1,308,0,0,160,0,0,0,0,3,2008,WD,177000
408,60,RL,14154,Corner,7,5,2006,2006,0,0,1063,1063,1071,1101,0,2172,3,9,3,947,192,62,0,0,0,0,0,8,2007,New,280000
409,60,FV,10800,Inside,8,5,2007,2008,789,0,245,1034,1050,1028,0,2078,3,8,3,836,0,102,0,0,0,0,0,4,2008,New,339750
410,20,RL,9571,Inside,5,3,1958,1958,0,0,1276,1276,1276,0,0,1276,3,5,1,350,0,0,0,0,0,0,0,6,2009,COD,60000
411,190,RL,34650,Inside,5,5,1955,1955,1056,0,0,1056,1056,0,0,1056,3,5,2,572,264,0,0,0,0,0,0,1,2006,WD,145000
412,20,FV,4403,Inside,7,5,2009,2009,578,0,892,1470,1478,0,0,1478,2,7,2,484,0,144,0,0,0,0,0,6,2010,New,222000
413,30,RM,8960,Inside,5,6,1927,1950,0,0,1008,1008,1028,0,0,1028,2,5,2,360,0,0,130,0,0,0,0,3,2010,WD,115000
414,60,RL,11228,CulDSac,7,5,1993,1993,50,531,499,1080,1080,1017,0,2097,3,9,3,678,196,187,0,0,0,0,0,12,2008,WD,228000
415,20,RL,8899,Inside,7,5,2007,2007,24,0,1316,1340,1340,0,0,1340,3,6,2,396,100,30,0,0,0,0,0,8,2007,New,181134
416,60,RL,7844,Inside,6,7,1978,1978,209,0,463,672,672,728,0,1400,3,6,2,440,0,0,0,0,0,0,0,3,2006,WD,149500
417,70,RL,22420,Inside,6,6,1918,1950,1128,0,242,1370,1370,1254,0,2624,4,10,3,864,0,0,0,0,0,0,0,11,2007,WD,239000
418,50,RL,8160,Inside,5,6,1940,1950,312,0,444,756,756,378,0,1134,3,7,1,240,0,0,0,0,0,0,0,4,2007,WD,126000
419,20,RL,8450,Inside,5,6,1968,1968,775,0,281,1056,1056,0,0,1056,3,6,1,304,0,85,184,0,0,0,0,7,2010,WD,142000
420,90,RM,7060,Inside,7,5,1997,1998,1309,0,35,1344,1344,0,0,1344,2,8,4,784,0,0,0,0,0,0,0,11,2008,WD,206300
421,20,RL,16635,FR2,6,7,1977,2000,1246,0,356,1602,1602,0,0,1602,3,8,2,529,240,0,0,0,0,0,0,6,2009,WD,215000
422,20,RL,21750,Inside,5,5,1954,1954,0,0,988,988,988,0,0,988,2,4,2,520,0,0,0,0,0,0,0,2,2008,WD,113000
423,60,RL,9200,Inside,8,5,1998,1998,986,0,484,1470,1470,1160,0,2630,4,8,3,696,0,66,0,0,0,0,0,6,2008,WD,315000
424,20,RL,9000,Inside,6,5,1956,1956,616,0,580,1196,1196,0,0,1196,2,6,1,297,0,44,0,0,0,0,0,5,2008,WD,139000
425,60,RM,3378,Inside,7,8,1946,1992,0,0,651,651,707,682,0,1389,3,6,1,240,0,0,126,0,0,0,0,9,2009,WD,135000
426,80,RL,12800,Inside,7,5,1989,1989,1518,0,0,1518,1644,0,0,1644,2,5,2,569,80,0,0,0,396,0,0,8,2009,WD,275000
427,20,RL,8593,Inside,4,6,1957,1957,288,0,619,907,907,0,0,907,3,5,1,352,0,0,0,0,0,0,0,7,2008,WD,109008
428,20,RL,6762,Inside,7,5,2007,2007,664,0,544,1208,1208,0,0,1208,2,6,2,628,105,54,0,0,0,0,0,9,2007,New,195400
429,20,RL,11457,Corner,6,5,1988,1988,1005,0,387,1392,1412,0,0,1412,3,6,2,576,0,0,169,0,0,0,0,3,2009,WD,175000
430,160,RM,1680,Inside,6,5,1971,1971,387,0,96,483,483,504,0,987,2,4,1,264,0,0,0,0,0,0,0,7,2008,COD,85400
431,50,RM,5586,Inside,6,7,1920,1998,0,0,901,901,1088,110,0,1198,4,7,0,0,0,98,0,0,0,0,0,9,2008,ConLD,79900
432,160,RM,1920,Inside,5,5,1971,1971,471,0,294,765,765,600,0,1365,2,6,2,440,240,36,0,0,0,0,0,8,2007,WD,122500
433,60,RL,10839,Corner,6,5,1997,1998,0,0,926,926,926,678,0,1604,3,7,2,470,0,36,0,0,0,0,0,7,2008,WD,181000
434,180,RM,1890,Inside,4,7,1972,1972,495,0,135,630,630,0,0,630,1,3,0,0,88,0,0,0,0,0,0,6,2008,WD,81000
435,60,RL,10667,CulDSac,7,6,1996,1996,385,344,70,799,827,834,0,1661,3,6,2,550,158,61,0,0,0,0,0,4,2009,ConLw,212000
436,50,RM,4400,Inside,6,8,1920,1950,0,0,648,648,734,384,0,1118,2,6,2,440,0,0,0,0,0,0,0,10,2006,WD,116000
437,45,RM,6000,Inside,6,7,1926,2004,0,0,884,884,904,0,0,904,2,4,1,180,0,0,105,0,0,0,0,1,2009,WD,119000
438,30,RL,4280,Inside,5,6,1913,2002,365,0,75,440,694,0,0,694,2,4,1,352,0,0,34,0,0,0,0,3,2007,WD,90350
439,50,RL,12354,Corner,6,8,1920,2000,0,0,684,684,684,512,0,1196,3,7,2,528,0,46,0,0,0,0,800,8,2009,ConLI,110000
440,20,RL,15431,Inside,10,5,2008,2008,1767,539,788,3094,2402,0,0,2402,2,10,3,672,0,72,0,0,170,0,0,4,2009,WD,555000
441,90,RL,12108,Inside,4,4,1955,1955,133,0,1307,1440,1440,0,0,1440,4,8,0,0,0,0,0,0,0,0,0,9,2008,WD,118000
442,50,RM,6240,Inside,5,7,1930,1992,0,0,1078,1078,1128,445,0,1573,3,8,2,360,0,0,0,0,0,0,0,6,2008,WD,162900
443,120,RL,3922,Inside,7,5,2006,2007,0,0,1258,1258,1258,0,0,1258,2,6,3,648,144,16,0,0,0,0,0,6,2007,New,172500
444,60,RL,8750,Inside,7,5,1994,1995,642,0,273,915,933,975,0,1908,4,8,2,493,144,133,0,0,0,0,0,7,2008,WD,210000
445,20,RL,9855,Corner,6,5,1956,1956,0,0,1436,1436,1689,0,0,1689,3,7,2,480,0,0,0,0,0,0,0,11,2009,COD,127500
446,20,RL,16492,Corner,6,6,1966,2002,247,713,557,1517,1888,0,0,1888,2,6,2,578,0,0,0,0,0,0,0,6,2010,WD,190000
447,60,RL,11214,Corner,7,5,1998,1999,0,0,930,930,956,930,0,1886,4,10,2,431,89,0,0,0,0,0,0,7,2006,WD,199900
448,50,RM,8600,Inside,6,6,1937,1950,0,0,780,780,780,596,0,1376,3,7,1,198,0,0,0,0,0,0,0,6,2006,WD,119500
449,50,RM,6000,Inside,3,7,1948,2002,331,0,318,649,679,504,0,1183,2,6,1,308,0,176,0,0,0,0,0,6,2007,WD,120000
450,30,RM,5684,Inside,6,8,1930,2005,0,0,813,813,813,0,0,813,2,5,1,270,0,113,0,0,0,0,0,6,2006,WD,110000
451,20,RL,70761,Inside,7,5,1975,1975,655,0,878,1533,1533,0,0,1533,2,5,2,576,200,54,0,0,0,0,0,12,2006,WD,280000
452,60,RL,9303,Corner,6,5,1996,1997,742,0,130,872,888,868,0,1756,3,7,2,422,144,122,0,0,0,0,0,7,2007,WD,204000
453,60,FV,9000,Inside,8,5,2008,2008,0,0,768,768,786,804,0,1590,3,6,2,676,0,30,0,0,0,0,0,6,2009,WD,210000
454,90,RL,9297,Inside,5,5,1976,1976,1606,0,122,1728,1728,0,0,1728,4,8,2,560,0,0,0,0,0,0,0,7,2006,WD,188000
455,20,RL,9600,Inside,7,6,1973,1973,916,0,326,1242,1242,0,0,1242,3,6,2,528,0,0,0,0,0,0,0,9,2007,WD,175500
456,70,RM,4571,Inside,5,5,1916,1950,0,0,624,624,624,720,0,1344,4,7,3,513,0,0,96,0,0,0,0,5,2008,COD,98000
457,20,RL,53227,CulDSac,4,6,1954,1994,1116,0,248,1364,1663,0,0,1663,2,6,2,529,224,137,0,0,0,0,0,3,2008,WD,256000
458,70,RM,5100,Inside,8,7,1925,1996,0,0,588,588,833,833,0,1666,3,7,1,228,192,63,0,0,0,0,0,6,2008,WD,161000
459,50,RL,7015,Corner,5,4,1950,1950,185,0,524,709,979,224,0,1203,3,5,1,352,0,0,248,0,0,0,0,7,2009,WD,110000
460,60,FV,8004,Inside,8,5,2009,2009,544,0,288,832,832,1103,0,1935,3,8,2,552,0,150,0,0,0,0,0,12,2009,New,263435
461,70,RL,7200,Inside,7,9,1936,2007,350,210,0,560,575,560,0,1135,3,6,2,576,256,0,0,0,0,0,0,4,2009,WD,155000
462,20,RL,8281,Inside,5,5,1965,1965,553,311,0,864,864,0,0,864,3,5,1,360,0,0,236,0,0,0,0,12,2009,WD,62383
463,70,RL,11988,Inside,6,7,1934,1995,326,0,389,715,849,811,0,1660,3,6,1,240,0,0,0,0,0,0,0,8,2008,WD,188700
464,20,RL,8430,Inside,5,5,1978,1978,616,0,424,1040,1040,0,0,1040,3,5,0,0,0,0,0,0,0,0,0,8,2009,WD,124000
465,120,RM,3072,Inside,7,5,2004,2004,0,0,1375,1375,1414,0,0,1414,2,6,2,398,144,20,0,0,0,0,0,5,2006,WD,178740
466,20,RL,10628,Inside,7,5,1970,1970,778,0,499,1277,1277,0,0,1277,2,5,2,526,0,0,0,0,176,0,0,4,2007,WD,167000
467,70,RL,9480,Inside,5,7,1942,1995,386,0,342,728,888,756,0,1644,3,7,1,312,168,0,0,0,0,0,0,6,2007,WD,146500
468,20,RL,11428,Inside,8,5,2006,2006,0,0,1626,1626,1634,0,0,1634,3,7,3,866,0,44,0,0,0,0,0,5,2007,WD,250000
469,60,RL,9291,Corner,6,5,1993,1993,426,0,406,832,832,878,0,1710,3,7,2,506,144,70,0,0,0,0,0,6,2008,WD,187000
470,120,RL,6820,Corner,8,5,1985,1985,368,1120,0,1488,1502,0,0,1502,1,4,2,528,0,54,0,0,140,0,0,6,2010,WD,212000
471,60,RL,11952,Inside,7,6,1977,1977,0,0,808,808,1161,808,0,1969,3,8,2,534,0,0,0,0,276,0,0,11,2007,WD,190000
472,180,RM,3675,Inside,6,5,2005,2005,459,0,88,547,1072,0,0,1072,2,5,2,525,0,28,0,0,0,0,0,6,2008,WD,148000
473,20,RL,14977,Inside,8,5,2006,2007,1350,0,626,1976,1976,0,0,1976,2,7,3,908,250,63,0,0,0,0,0,7,2007,New,440000
474,120,RL,5330,Inside,8,5,2000,2000,1196,0,298,1494,1652,0,0,1652,2,6,2,499,96,48,0,0,0,0,0,8,2007,WD,251000
475,20,RL,8480,Corner,5,6,1963,1963,630,0,340,970,970,0,0,970,2,5,2,624,0,24,0,0,192,0,0,7,2007,WD,132500
476,20,RL,13125,Inside,6,5,1997,1998,994,0,484,1478,1493,0,0,1493,3,7,2,508,140,39,0,0,0,0,0,4,2008,WD,208900
477,60,RL,13693,Inside,9,5,2006,2006,0,0,2153,2153,2069,574,0,2643,3,9,3,694,414,84,0,0,0,0,0,3,2007,WD,380000
478,20,RL,10637,Inside,8,5,2007,2008,1288,0,417,1705,1718,0,0,1718,3,7,3,826,208,44,0,0,0,0,0,9,2009,WD,297000
479,30,RM,5925,Inside,4,7,1937,2000,168,0,739,907,1131,0,0,1131,2,7,2,672,0,72,0,0,0,0,0,3,2007,WD,89471
480,20,RL,16033,FR2,9,5,2004,2005,1261,0,572,1833,1850,0,0,1850,3,8,3,772,519,112,0,0,0,0,0,3,2006,WD,326000
481,20,RL,11846,Inside,9,5,2003,2004,1567,0,225,1792,1792,0,0,1792,2,6,3,874,206,49,0,0,0,0,0,8,2006,WD,374000
482,70,RM,2500,Corner,7,8,1915,2005,299,0,611,910,916,910,0,1826,4,7,1,164,0,0,0,0,0,0,0,6,2009,WD,155000
483,120,RM,4500,FR2,6,5,1998,1998,897,0,319,1216,1216,0,0,1216,2,5,2,402,0,125,0,0,0,0,0,5,2006,WD,164000
484,20,RL,7758,Corner,5,7,1962,2001,588,0,411,999,999,0,0,999,3,6,1,264,0,132,0,0,0,0,0,3,2007,WD,132500
485,20,RL,9600,Inside,5,7,1950,2007,607,0,506,1113,1113,0,0,1113,3,5,1,264,0,80,120,0,0,0,0,7,2009,WD,147000
486,20,RL,10289,Inside,5,7,1965,1965,836,0,237,1073,1073,0,0,1073,3,6,2,515,0,0,0,0,0,0,0,6,2007,WD,156000
487,20,RL,12243,Inside,5,6,1971,1971,998,0,486,1484,1484,0,0,1484,3,7,2,487,224,0,0,0,180,0,0,2,2007,WD,175000
488,190,RL,10800,Corner,5,4,1900,1970,664,0,290,954,1766,648,0,2414,3,10,2,520,142,0,0,0,0,0,0,5,2006,ConLD,160000
489,180,RM,1526,Inside,4,8,1970,2002,515,0,115,630,630,0,0,630,1,3,1,286,0,0,0,0,0,0,0,5,2009,WD,86000
490,160,RM,2665,Inside,5,6,1976,1976,0,0,264,264,616,688,0,1304,3,4,1,336,141,24,0,0,0,0,0,6,2008,WD,115000
491,50,RL,9490,Inside,6,7,1941,1950,403,165,238,806,958,620,0,1578,3,5,1,240,0,0,32,0,0,0,0,8,2006,WD,133000
492,60,RL,15578,Corner,6,5,2006,2006,0,0,728,728,728,728,0,1456,3,8,2,429,0,0,0,0,0,0,0,5,2006,New,172785
493,20,RL,7931,Inside,5,6,1960,1960,374,532,363,1269,1269,0,0,1269,3,6,1,308,0,0,0,0,0,0,0,6,2008,WD,155000
494,30,RM,5784,Inside,5,8,1938,1996,0,0,190,190,886,0,0,886,2,4,1,273,144,20,80,0,0,0,0,12,2009,WD,91300
495,30,C (all),7879,Inside,4,5,1920,1950,495,0,225,720,720,0,0,720,2,4,0,0,0,523,115,0,0,0,0,11,2009,WD,34900
496,20,RL,12692,Inside,8,5,1992,1993,1231,0,1969,3200,3228,0,0,3228,4,10,2,546,264,75,291,0,0,0,0,5,2007,WD,430000
497,50,RL,9120,Inside,7,6,1925,1950,329,0,697,1026,1133,687,0,1820,4,8,1,240,0,100,0,0,0,0,0,6,2008,WD,184000
498,20,RL,7800,Inside,5,7,1967,2004,450,0,414,864,899,0,0,899,3,5,1,288,64,0,0,0,0,0,0,6,2009,WD,130000
499,20,RL,7535,Inside,5,7,1958,1985,111,279,522,912,912,0,0,912,2,5,1,297,12,285,0,0,0,0,480,6,2007,WD,120000
500,160,RM,1890,Inside,6,5,1973,1973,356,0,316,672,672,546,0,1218,3,7,1,264,144,28,0,0,0,0,0,5,2007,WD,113000
501,60,FV,9803,Inside,7,5,2005,2005,400,0,466,866,866,902,0,1768,3,7,2,603,0,108,0,0,0,0,0,2,2008,WD,226700
502,20,RL,9170,Corner,5,7,1965,1965,698,96,420,1214,1214,0,0,1214,2,6,2,461,0,0,184,0,0,0,400,4,2007,WD,140000
503,20,RL,15602,Inside,7,8,1959,1997,1247,0,254,1501,1801,0,0,1801,1,6,2,484,0,54,0,0,161,0,0,3,2010,WD,289000
504,160,RL,2308,Inside,6,5,1974,1974,257,495,103,855,855,467,0,1322,3,6,2,440,260,0,0,0,0,0,0,6,2009,WD,147000
505,90,RM,7596,Inside,5,5,1952,1952,0,0,960,960,960,1000,0,1960,4,10,2,400,0,0,0,0,0,0,0,7,2009,COD,124500
506,60,RL,9554,Inside,8,5,1993,1994,380,0,397,777,1065,846,0,1911,3,8,2,471,182,81,0,0,0,0,0,9,2006,WD,215000
507,20,FV,7862,Inside,6,5,2009,2009,27,0,1191,1218,1218,0,0,1218,2,4,2,676,0,102,0,0,0,0,0,9,2009,New,208300
508,70,RM,9600,Inside,7,9,1928,2005,141,0,548,689,689,689,0,1378,3,7,2,360,0,0,116,0,0,0,0,10,2008,WD,161000
509,20,RL,9600,Corner,5,6,1959,1959,991,0,50,1041,1041,0,0,1041,3,6,1,270,224,88,0,0,0,0,0,7,2009,WD,124500
510,20,RL,14559,Inside,5,7,1951,2000,650,180,178,1008,1363,0,0,1363,2,6,1,288,324,42,0,0,168,0,2000,6,2009,WD,164900
511,120,RL,6792,Inside,7,5,2005,2006,0,0,1368,1368,1368,0,0,1368,2,6,2,474,132,35,0,0,0,0,0,3,2006,New,202665
512,20,RL,9100,Corner,5,5,1958,1958,521,174,169,864,864,0,0,864,3,5,2,624,0,0,0,0,0,0,0,7,2006,WD,129900
513,20,RL,9187,Corner,6,5,1983,1983,336,0,748,1084,1080,0,0,1080,3,5,2,484,120,0,158,0,0,0,0,6,2007,WD,134000
514,45,RL,10594,Inside,5,5,1926,1950,0,0,768,768,789,0,0,789,2,5,1,200,0,0,112,0,0,0,0,6,2007,WD,96500
515,20,RL,12220,Inside,10,5,2009,2009,1436,0,570,2006,2020,0,0,2020,3,9,3,900,156,54,0,0,0,0,0,9,2009,New,402861
516,80,RL,10448,Corner,6,6,1972,1972,0,0,689,689,1378,741,0,2119,3,7,2,583,0,104,0,0,0,0,0,8,2009,COD,158000
517,60,RL,10208,Inside,7,5,1996,1997,0,0,1264,1264,1277,1067,0,2344,3,7,3,889,220,0,0,0,0,0,0,7,2009,WD,265000
518,60,RL,9531,CulDSac,6,5,1998,1998,706,0,88,794,882,914,0,1796,3,7,2,546,0,36,0,0,0,0,0,5,2007,WD,211000
519,70,RL,10918,Inside,7,9,1926,2004,0,0,1276,1276,1276,804,0,2080,3,9,1,282,0,0,0,0,145,0,0,6,2009,WD,234000
520,190,RL,10800,Inside,4,7,1900,2000,0,0,0,0,694,600,0,1294,3,7,0,0,220,114,210,0,0,0,0,8,2008,WD,106250
521,20,RL,11988,Corner,6,6,1957,1957,777,0,467,1244,1244,0,0,1244,3,6,1,336,0,40,0,0,0,0,0,5,2007,WD,150000
522,50,RM,5000,Corner,6,7,1947,1950,399,0,605,1004,1004,660,0,1664,3,7,2,420,0,24,36,0,0,0,0,10,2006,WD,159000
523,60,RL,40094,Inside,10,5,2007,2008,2260,0,878,3138,3138,1538,0,4676,3,11,3,884,208,406,0,0,0,0,0,10,2007,New,184750
524,60,RL,11787,Inside,7,5,1996,1997,719,0,660,1379,1383,1015,0,2398,3,8,3,834,239,60,0,0,0,0,0,8,2007,WD,315750
525,20,FV,7500,Inside,7,5,2005,2005,0,0,1257,1257,1266,0,0,1266,3,6,2,453,38,144,0,0,0,0,0,4,2006,WD,176000
526,20,RL,13300,Inside,5,7,1956,2000,377,0,551,928,928,0,0,928,2,4,1,252,261,0,156,0,0,0,0,6,2007,WD,132000
527,60,RL,14948,Inside,9,5,2008,2008,1330,0,122,1452,1476,1237,0,2713,3,11,3,858,126,66,0,0,0,0,0,11,2008,New,446261
528,30,RL,9098,Inside,4,7,1920,2002,348,0,180,528,605,0,0,605,2,5,0,0,0,0,144,0,0,0,0,7,2007,WD,86000
529,20,RL,32668,CulDSac,6,3,1957,1975,1219,0,816,2035,2515,0,0,2515,4,9,2,484,0,0,200,0,0,0,0,3,2007,WD,200624
530,80,RL,10200,Inside,6,5,1988,1989,783,0,678,1461,1509,0,0,1509,3,5,2,600,224,0,0,0,0,0,0,8,2008,WD,175000
531,70,RM,6155,FR3,6,8,1920,1999,0,0,611,611,751,611,0,1362,3,6,2,502,0,0,84,0,0,0,0,6,2008,WD,128000
532,20,RL,7200,Inside,5,7,1955,2007,0,0,0,0,827,0,0,827,2,5,1,392,0,0,0,0,0,0,0,4,2010,WD,107500
533,20,RL,5000,Inside,1,3,1946,1950,0,0,0,0,334,0,0,334,1,2,0,0,0,0,0,0,0,0,0,1,2007,WD,39300
534,60,RL,9056,Inside,8,5,2004,2004,0,0,707,707,707,707,0,1414,3,6,2,403,100,35,0,0,0,0,0,10,2006,WD,178000
535,190,RL,7000,Inside,5,7,1910,1991,969,0,148,1117,820,527,0,1347,3,5,0,0,85,0,148,0,0,0,0,1,2008,WD,107500
536,60,RL,8924,CulDSac,7,5,1998,1999,0,0,880,880,880,844,0,1724,3,8,2,527,120,155,0,0,0,0,0,7,2008,WD,188000
537,20,RL,12735,FR2,4,5,1972,1972,600,0,264,864,864,0,0,864,3,5,2,576,216,0,0,0,0,0,0,4,2008,COD,111250
538,20,RL,11553,Inside,5,5,1968,1968,673,0,378,1051,1159,0,0,1159,3,7,1,336,466,0,0,0,0,0,0,7,2006,WD,158000
539,20,RL,11423,Inside,8,5,2001,2002,1358,0,223,1581,1601,0,0,1601,3,6,2,670,180,0,0,0,0,0,2000,5,2010,WD,272000
540,20,RL,14601,Inside,9,5,2006,2006,1260,0,578,1838,1838,0,0,1838,2,8,3,765,270,68,0,0,0,0,0,3,2009,WD,315000
541,60,RL,11000,FR2,8,5,2000,2000,0,0,969,969,997,1288,0,2285,4,8,3,648,0,56,0,0,0,0,0,6,2007,WD,248000
542,20,RL,10140,Inside,7,5,1998,1999,144,1127,379,1650,1680,0,0,1680,3,7,2,583,78,73,0,0,0,0,0,6,2009,WD,213250
